Play,Expert,Team,Name,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,Odds,Units,Payout,Profit
J.Chisholm o0.5 hits+runs+rbi,Rotowire,New York Yankees,J.Chisholm,Baltimore Orioles,1,0.7560975609756098,1,0.6,1,0.8,1,100,0.75,1.5,0.75
M.Rojas o0.5 hits+runs+rbi,Rotowire,Los Angeles Dodgers,M.Rojas,San Diego Padres,1,0.6391752577319587,1,0.6,1,0.8,1,100,0.75,1.5,0.75
T.Ward o1.5 hits+runs+rbi,Rotowire,Los Angeles Angels,T.Ward,Chicago White Sox,0,0.4733333333333333,0,0.8,1,0.7,1,100,0.75,1.5,0.75
B.Buxton o1.5 Hits + Runs + RBIs,MJCLocks,Minnesota Twins,B.Buxton,Miami Marlins,1,0.5434782608695652,1,0.6,1,0.7,1,-110,1.1,2.1,1.0
S.Ohtani o1.5 Hits + Runs + RBIs,FirefighterBets,Los Angeles Dodgers,S.Ohtani,San Diego Padres,1,0.6291390728476821,1,0.8,1,0.7,1,-125,1.0,1.8,0.8
K.Marte o1.5 Hits + Runs + RBIs,FirefighterBets,Arizona Diamondbacks,K.Marte,San Francisco Giants,1,0.5769230769230769,1,0.8,1,0.6,1,-130,1.0,1.7692307692307692,0.7692307692307692
B.Buxton o1.5 Hits + Runs + RBIs,FirefighterBets,Minnesota Twins,B.Buxton,Miami Marlins,1,0.5434782608695652,1,0.6,1,0.7,1,-120,1.0,1.8333333333333333,0.8333333333333335
A.Judge o1.5 Hits + Runs + RBIs,FirefighterBets,New York Yankees,A.Judge,Baltimore Orioles,1,0.564935064935065,1,0.6,1,0.6,1,-135,1.0,1.7407407407407407,0.7407407407407407
F.Tatis o1.5 Hits + Runs + RBIs,FirefighterBets,San Diego Padres,F.Tatis,Los Angeles Dodgers,0,0.6170212765957447,1,1.0,1,0.9,1,-135,1.0,1.7407407407407407,0.7407407407407407
M.Olson o1.5 Hits + Runs + RBIs,FirefighterBets,Atlanta Braves,M.Olson,New York Mets,1,0.5,0,0.8,1,0.8,1,-125,1.0,1.8,0.8
G.Henderson o1.5 Hits + Runs + RBIs,FirefighterBets,Baltimore Orioles,G.Henderson,New York Yankees,0,0.5714285714285714,1,1.0,1,0.6,1,-110,1.0,1.9090909090909087,0.9090909090909092
N.Marte o0.5 hits+runs+rbi,Rotowire,Cincinnati Reds,N.Marte,Cleveland Guardians,0,0.6065573770491803,1,0.8,1,0.7,1,100,0.75,1.5,0.75
M.Olson o1.5 hits+runs+rbi,Rotowire Prizepicks,Atlanta Braves,M.Olson,New York Mets,1,0.5,0,0.8,1,0.8,1,100,1.5,3.0,1.5
M.Muncy o0.5 hits+runs+rbi,Rotowire,Los Angeles Dodgers,M.Muncy,San Diego Padres,1,0.6666666666666666,1,0.8,1,0.7,1,100,0.75,1.5,0.75
